track_number,icao24,callsign,origin_country,position_source,mode3a_code,emergency_squawk,spi,iff_mode,flight_plan_correlated,on_ground,baro_altitude_ft,geo_altitude_ft,ground_speed_kts,track_angle_deg,vertical_rate_fpm,latitude_deg,longitude_deg,in_restricted_zone,corridor_compliant,origin_known,sensor_platform,sensor_latitude,sensor_longitude,sensor_true_altitude_ft,slant_range_m,track_confidence
1044,b57edb,EJU395,Italy,asterix_radar,3235,0,0,mode3_invalid,0,0,14891,14891,507,45,3178,47.47326,8.51171,1,1,1,GS-RADAR-02,47.5,9.0,1500,37036,0.71
1045,b8bcc5,DLH448,France,asterix_radar,7622,0,0,mode3_invalid,1,0,36450,36450,105,290,1130,47.19933,8.89634,0,1,1,GS-RADAR-02,47.5,9.0,1500,35947,0.711
1046,a91ded,DLH21,France,ads_b,1765,0,0,mode3_valid,1,0,25016,25016,237,222,1758,47.42838,8.63947,1,1,1,GS-RADAR-02,47.5,9.0,1500,29143,0.871
1047,2541da,AFR994,Italy,ads_b,5023,0,0,mode3_valid,1,0,38518,38518,384,144,1517,47.41107,7.65564,0,1,1,GS-RADAR-01,47.0,7.5,1800,48505,0.805
1048,583fe3,BAW631,Italy,ads_b,3574,0,0,mode3_valid,1,0,11999,11999,298,213,577,47.22816,9.44542,0,1,1,GS-RADAR-02,47.5,9.0,1500,45270,0.86
1049,00b133,SWR581,Austria,asterix_radar,1474,0,0,mode3_invalid,1,0,17286,17286,402,199,-901,47.57972,8.11988,0,1,1,GS-RADAR-02,47.5,9.0,1500,66831,0.735
1050,b598d7,SWR436,,ads_b,6355,0,0,mode3_valid,1,0,27781,27781,541,186,3913,47.77244,9.28929,0,1,0,GS-RADAR-02,47.5,9.0,1500,38101,0.85
1051,0582d6,N185,Austria,flarm,6663,0,0,mode3_invalid,0,0,15930,15930,244,184,2838,47.08504,8.79286,0,1,1,GS-RADAR-02,47.5,9.0,1500,48912,0.562
1052,9f7576,BAW989,,ads_b,4670,0,0,mode3_valid,0,0,29866,29866,507,49,-4977,46.99352,7.95031,1,1,0,UAS-ORBIT-09,46.9,8.2,18000,21919,0.852
1053,0e3a59,EJU130,,fused,7033,0,0,mode3_valid,1,0,19290,19290,242,278,-4084,47.63181,7.03288,0,1,0,GS-RADAR-01,47.0,7.5,1800,78765,0.95
1054,20cd1a,UNKNOWN,Switzerland,ads_b,2220,0,0,mode3_invalid,0,0,13964,13964,306,206,4166,47.37546,7.22783,0,1,1,GS-RADAR-01,47.0,7.5,1800,46687,0.895
1055,5f9e0c,AFR213,,fused,2136,0,0,mode3_valid,1,0,2393,2393,149,243,3874,47.52122,8.13588,0,1,0,GS-RADAR-02,47.5,9.0,1500,64944,0.904
1056,e9eb54,UNKNOWN,,asterix_radar,6416,0,0,mode3_invalid,0,0,14799,14799,561,118,-2797,46.929,9.18883,0,1,0,GS-RADAR-02,47.5,9.0,1500,65200,0.681
1057,00dadf,BAW327,,ads_b,1513,0,0,mode3_valid,1,0,14119,14119,362,215,510,46.95612,7.55185,0,1,0,GS-RADAR-01,47.0,7.5,1800,7306,0.908
1058,d7b3a9,DLH648,Austria,ads_b,5256,0,0,mode3_valid,1,0,6084,6084,297,13,476,46.50889,9.48978,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,107596,0.885
1059,11dc54,DLH754,Switzerland,asterix_radar,6124,0,0,mode3_invalid,0,0,22274,22274,338,150,-96,47.01336,7.95926,1,0,1,UAS-ORBIT-09,46.9,8.2,18000,22235,0.714
1060,fbc6ae,UNKNOWN,Italy,fused,,0,0,no_response,0,0,13690,13690,374,302,1887,47.24887,7.63192,0,1,1,GS-RADAR-01,47.0,7.5,1800,29640,0.916
1061,a86941,BAW252,Germany,asterix_radar,,0,0,no_response,1,0,7055,7055,431,183,2121,46.95134,8.00558,1,0,1,UAS-ORBIT-09,46.9,8.2,18000,16177,0.675
1062,739d24,AFR984,Italy,asterix_radar,5162,0,0,mode3_invalid,1,0,36851,36851,397,62,-3188,46.69257,9.17728,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,78098,0.683
1063,f04aa1,BAW95,Italy,asterix_radar,6277,0,0,mode3_invalid,1,0,3445,3445,479,153,3918,47.2679,6.64765,0,1,1,GS-RADAR-01,47.0,7.5,1800,71025,0.724
1064,9fc02b,SWR968,,mlat,5132,0,0,mode3_invalid,0,0,21306,21306,240,62,-2011,47.06839,9.21845,0,1,0,GS-RADAR-02,47.5,9.0,1500,51101,0.593
1065,2aad7c,SWR537,,fused,6232,0,0,mode3_valid,0,0,2604,2604,386,50,-5611,46.51986,8.58091,0,1,0,UAS-ORBIT-09,46.9,8.2,18000,51499,0.919
1066,b897a7,DLH17,Germany,fused,1357,0,0,mode3_valid,1,0,9721,9721,96,322,-2975,47.68056,8.88391,0,1,1,GS-RADAR-02,47.5,9.0,1500,22027,0.927
1067,0fa79b,SWR568,Netherlands,ads_b,4407,0,0,mode3_valid,1,0,14454,14454,293,270,-2709,46.54742,6.75104,0,1,1,GS-RADAR-01,47.0,7.5,1800,76161,0.904
1068,7cb7cd,AFR597,Switzerland,ads_b,2147,0,0,mode3_valid,1,0,14823,14823,459,97,2332,46.79475,8.15922,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,12146,0.881
1069,a22a27,BAW863,Switzerland,ads_b,4007,0,0,mode3_valid,1,0,448,448,535,66,-3818,47.3794,7.61404,0,1,1,GS-RADAR-01,47.0,7.5,1800,43060,0.848
1070,6c9728,N512,Netherlands,ads_b,1067,0,0,mode3_valid,1,0,35033,35033,397,252,4338,47.7043,7.72949,0,1,1,GS-RADAR-01,47.0,7.5,1800,80837,0.828
1071,11ab0c,BAW404,France,fused,5217,0,0,mode3_valid,1,0,27528,27528,563,57,-2214,47.26275,6.94769,0,1,1,GS-RADAR-01,47.0,7.5,1800,51582,0.903
1072,645fee,DLH503,Germany,ads_b,5336,0,0,mode3_valid,0,0,4987,4987,548,314,2241,46.95388,8.01624,1,0,1,UAS-ORBIT-09,46.9,8.2,18000,15695,0.841
1073,5dafa7,EJU294,,mlat,6043,0,0,mode3_invalid,1,0,5778,5778,151,275,4214,47.4362,8.06133,0,1,0,UAS-ORBIT-09,46.9,8.2,18000,60652,0.583
1074,ad74b1,BAW487,Italy,asterix_radar,2672,0,0,mode3_invalid,1,0,16355,16355,392,39,-3254,46.8448,7.38606,0,1,1,GS-RADAR-01,47.0,7.5,1800,19808,0.766
1075,0d3acb,EJU257,France,ads_b,5545,0,0,mode3_valid,1,0,4003,4003,317,271,8381,46.73026,9.04517,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,67162,0.839
1076,ccaab7,N389,France,ads_b,1262,0,0,mode3_valid,1,0,23337,23337,264,88,3360,47.51322,7.41013,0,1,1,GS-RADAR-01,47.0,7.5,1800,57843,0.848
1077,2b5ae6,AFR774,Switzerland,ads_b,7135,0,0,mode3_valid,0,0,76,76,365,163,-2241,47.45549,8.55294,1,0,1,GS-RADAR-02,47.5,9.0,1500,33963,0.902
1078,effbc3,N396,Germany,mlat,4116,0,0,mode3_invalid,1,0,2495,2495,240,90,494,47.68945,9.02496,0,1,1,GS-RADAR-02,47.5,9.0,1500,21150,0.591
1079,07986d,BAW381,Germany,mlat,,0,0,no_response,1,0,2723,2723,360,189,-1663,46.76333,8.6308,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,36423,0.599
1080,75ab15,EJU84,,asterix_radar,5274,0,0,mode3_invalid,1,0,24711,24711,187,241,-2333,46.98381,8.01147,1,1,0,UAS-ORBIT-09,46.9,8.2,18000,17201,0.745
1081,9cefa0,SWR456,Switzerland,ads_b,,0,0,no_response,0,1,36548,36548,159,159,-3416,47.15605,8.14879,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,29285,0.858
1082,d1ba8c,DLH838,,fused,1404,0,0,mode3_valid,1,0,16911,16911,488,129,5722,47.01578,8.01192,1,0,0,UAS-ORBIT-09,46.9,8.2,18000,19225,0.958
1083,0a11a0,AUA296,Austria,fused,5074,0,0,mode3_valid,1,0,5177,5177,110,18,-4571,47.07288,7.4789,0,1,1,GS-RADAR-01,47.0,7.5,1800,8324,0.897
1084,866b81,EJU175,Netherlands,ads_b,6375,0,0,mode3_valid,1,1,17384,17384,445,202,-3202,47.44859,8.58423,1,1,1,GS-RADAR-02,47.5,9.0,1500,32134,0.848
1085,620704,DLH48,Italy,mlat,6313,0,0,mode3_invalid,0,0,33376,33376,489,184,-1185,47.41682,7.2358,0,1,1,GS-RADAR-01,47.0,7.5,1800,51371,0.593
1086,c5dae1,EJU79,,fused,6131,0,0,mode3_valid,1,0,12049,12049,523,171,-871,47.03377,8.00642,1,1,0,UAS-ORBIT-09,46.9,8.2,18000,20983,0.92
1087,bc17c6,N335,Austria,ads_b,7500,1,0,emergency,0,1,30964,30964,234,239,-1485,47.00246,7.98156,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,20501,0.869
1088,cad203,N34,Netherlands,fused,6505,0,0,mode3_valid,1,0,37599,37599,385,346,-1918,47.58438,8.21737,0,1,1,GS-RADAR-02,47.5,9.0,1500,60498,0.891
1089,44fce0,SWR111,,ads_b,3545,0,1,mode3_valid,1,0,4067,4067,229,108,-1035,47.15035,8.3065,0,1,0,UAS-ORBIT-09,46.9,8.2,18000,29294,0.848
1090,176e87,EJU142,Austria,ads_b,2120,0,0,mode3_valid,1,0,2491,2491,263,253,644,47.30306,8.52007,0,1,1,GS-RADAR-02,47.5,9.0,1500,42241,0.838
1091,070969,BAW425,Austria,ads_b,4203,0,0,mode3_valid,1,0,11765,11765,413,296,-2001,47.14758,6.54694,0,1,1,GS-RADAR-01,47.0,7.5,1800,74078,0.907
1092,0cb7ad,DLH142,Netherlands,asterix_radar,1100,0,0,mode3_invalid,1,0,9044,9044,276,338,-3011,46.97262,9.0427,0,1,1,GS-RADAR-02,47.5,9.0,1500,58775,0.761
1093,5cd724,BAW975,,ads_b,7443,0,0,mode3_valid,1,0,32337,32337,493,279,-2884,47.0354,6.72459,0,1,0,GS-RADAR-01,47.0,7.5,1800,59645,0.882
1094,a7790d,AUA824,Austria,fused,,0,0,no_response,1,0,38624,38624,133,206,-425,47.27409,8.44082,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,45850,0.934
1095,300135,SWR820,France,fused,7110,0,0,mode3_valid,1,0,22198,22198,93,303,3378,46.51793,9.16191,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,84767,0.921
1096,3660d4,AUA311,Austria,fused,3077,0,0,mode3_valid,1,0,19852,19852,361,84,3474,46.50367,8.83408,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,65425,0.901
1097,38f9a2,SWR955,Austria,fused,1607,0,0,mode3_valid,1,0,34615,34615,125,208,-2542,46.91418,8.26935,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,7475,0.924
1098,2359cb,BAW345,Netherlands,asterix_radar,6353,0,0,mode3_invalid,1,0,10741,10741,182,266,4324,46.51429,6.65017,0,1,1,GS-RADAR-01,47.0,7.5,1800,84352,0.745
1099,82dc38,UNKNOWN,France,flarm,2432,0,0,mode3_invalid,0,0,16947,16947,278,267,-3611,47.13615,7.35509,0,1,1,GS-RADAR-01,47.0,7.5,1800,19260,0.514
1100,a5ecab,N491,Italy,ads_b,,0,0,no_response,1,0,23711,23711,168,96,739,46.94973,7.59653,0,1,1,GS-RADAR-01,47.0,7.5,1800,11378,0.889
1101,315247,AFR399,Italy,ads_b,3760,0,0,mode3_valid,1,0,14308,14308,311,58,2601,47.43069,8.53882,1,1,1,GS-RADAR-02,47.5,9.0,1500,35727,0.902
1102,595bd9,UNKNOWN,Switzerland,ads_b,4004,0,0,mode3_invalid,0,0,3550,3550,355,241,5060,46.70457,9.44389,0,1,1,GS-RADAR-02,47.5,9.0,1500,94615,0.842
1103,356818,EJU661,Netherlands,asterix_radar,7500,1,0,emergency,0,0,19223,19223,231,323,8683,47.3487,7.04154,0,1,1,GS-RADAR-01,47.0,7.5,1800,52272,0.746
1104,2939c4,BAW467,Italy,ads_b,6326,0,0,mode3_valid,1,0,9483,9483,545,126,4172,47.28026,9.4239,0,1,1,GS-RADAR-02,47.5,9.0,1500,40264,0.885
1105,c955ef,EJU989,Netherlands,ads_b,2625,0,0,mode3_valid,1,0,34497,34497,469,343,5284,47.2158,7.35214,0,1,1,GS-RADAR-01,47.0,7.5,1800,28290,0.911
1106,6d0070,AUA937,Netherlands,ads_b,4245,0,0,mode3_valid,1,0,1067,1067,343,236,-2224,47.76069,8.69023,0,1,1,GS-RADAR-02,47.5,9.0,1500,37136,0.813
1107,9b4ea0,AFR125,,mlat,1704,0,0,mode3_invalid,1,0,12117,12117,381,0,5035,47.05217,9.28666,0,1,0,GS-RADAR-02,47.5,9.0,1500,54386,0.549
1108,8a77e5,BAW436,Germany,ads_b,3277,0,0,mode3_valid,1,0,25373,25373,412,42,291,47.09606,7.28413,0,1,1,GS-RADAR-01,47.0,7.5,1800,20814,0.88
1109,27fbc3,BAW117,Switzerland,asterix_radar,7107,0,0,mode3_invalid,1,0,184,184,201,42,-3746,46.97682,8.02843,1,0,1,UAS-ORBIT-09,46.9,8.2,18000,16496,0.702
1110,c6f06a,EJU583,Switzerland,ads_b,1151,0,0,mode3_valid,1,0,21261,21261,402,318,-3564,47.01438,7.99072,1,0,1,UAS-ORBIT-09,46.9,8.2,18000,20372,0.823
1111,623d20,DLH525,Austria,ads_b,7444,0,0,mode3_valid,1,0,4235,4235,318,278,-4004,46.90078,8.94364,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,56654,0.857
1112,37ddc7,N905,Austria,mlat,2462,0,0,mode3_invalid,0,0,13254,13254,547,253,-5606,47.74775,7.98224,0,1,1,GS-RADAR-02,47.5,9.0,1500,81176,0.603
1113,087dd3,N318,Italy,ads_b,7426,0,0,mode3_valid,0,0,7134,7134,370,140,-609,47.53829,9.38939,0,1,1,GS-RADAR-02,47.5,9.0,1500,29599,0.868
1114,fa8f7d,DLH664,,asterix_radar,4777,0,0,mode3_invalid,1,0,24462,24462,416,132,3083,47.46014,9.17362,0,1,0,GS-RADAR-02,47.5,9.0,1500,15455,0.716
1115,bfd608,DLH317,Germany,ads_b,7764,0,0,mode3_valid,1,0,4857,4857,430,315,-4574,47.53353,8.29174,0,1,1,GS-RADAR-02,47.5,9.0,1500,53329,0.879
1116,b9fd0a,N597,,asterix_radar,3674,0,0,mode3_invalid,0,0,16847,16847,404,143,-3999,47.54143,7.68,0,1,0,GS-RADAR-01,47.0,7.5,1800,61887,0.726
1117,90448b,BAW283,Netherlands,ads_b,4137,0,0,mode3_valid,1,0,8498,8498,194,89,-5065,46.71597,7.87523,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,32219,0.904
1118,ddf6c3,BAW570,France,ads_b,6730,0,0,mode3_valid,1,0,37799,37799,521,57,838,47.37325,7.79148,0,1,1,GS-RADAR-01,47.0,7.5,1800,48250,0.887
1119,10b610,EJU935,Austria,ads_b,2535,0,0,mode3_valid,1,0,38441,38441,184,315,2637,47.63669,8.63427,0,1,1,GS-RADAR-02,47.5,9.0,1500,33327,0.831
1120,675744,AUA565,Italy,ads_b,7355,0,0,mode3_valid,0,0,35611,35611,463,98,-2858,47.48467,8.50489,1,0,1,GS-RADAR-02,47.5,9.0,1500,38662,0.81
1121,dd4d96,DLH342,Switzerland,ads_b,3322,0,0,mode3_valid,1,0,34256,34256,152,59,-5385,47.13007,8.90631,0,1,1,GS-RADAR-02,47.5,9.0,1500,42913,0.829
1122,73e9e9,N113,,asterix_radar,2201,0,0,mode3_invalid,1,0,15169,15169,337,356,1494,47.78693,7.49587,0,1,0,GS-RADAR-01,47.0,7.5,1800,87598,0.661
1123,400859,N826,,ads_b,5045,0,0,mode3_valid,1,0,29241,29241,310,193,1825,47.69878,8.98936,0,1,0,GS-RADAR-02,47.5,9.0,1500,23678,0.831
1124,2c212d,UNKNOWN,Germany,ads_b,1262,0,0,mode3_invalid,0,1,19498,19498,104,184,-4608,47.22585,6.65877,0,1,1,GS-RADAR-01,47.0,7.5,1800,68645,0.878
1125,541af1,N194,Italy,ads_b,7422,0,0,mode3_valid,1,0,13144,13144,551,322,3844,47.39405,7.61577,0,1,1,GS-RADAR-01,47.0,7.5,1800,44814,0.872
1126,5354e8,SWR875,Switzerland,ads_b,2037,0,0,mode3_valid,1,0,18447,18447,96,84,-1929,47.43707,8.54767,1,1,1,GS-RADAR-02,47.5,9.0,1500,35094,0.901
1127,378308,EJU231,Austria,ads_b,1243,0,0,mode3_valid,1,0,25994,25994,373,193,-4695,47.23541,9.36432,0,1,1,GS-RADAR-02,47.5,9.0,1500,40916,0.827
1128,3d3cf5,EJU443,Switzerland,ads_b,5251,0,0,mode3_valid,1,0,776,776,675,152,-2288,46.94879,8.57579,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,29519,0.834
1129,0bf488,EJU841,,mlat,1045,0,0,mode3_invalid,0,0,20650,20650,450,122,-4904,46.86555,6.63912,0,1,0,GS-RADAR-01,47.0,7.5,1800,67299,0.581
1130,083e3f,EJU38,Austria,ads_b,1012,0,0,mode3_valid,0,0,6731,6731,79,236,-922,47.13712,8.47056,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,33580,0.856
1131,796c96,DLH723,Switzerland,fused,,0,0,no_response,0,0,3070,3070,507,54,-2123,47.44655,8.50921,1,1,1,GS-RADAR-02,47.5,9.0,1500,37366,0.931
1132,0764b7,UNKNOWN,Netherlands,ads_b,6344,0,0,mode3_invalid,0,0,4407,4407,363,353,-1786,46.58623,8.96301,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,67931,0.861
1133,8e32a0,AUA450,,ads_b,1774,0,0,mode3_valid,1,0,38210,38210,100,265,-3643,47.77431,8.07428,0,1,0,GS-RADAR-02,47.5,9.0,1500,76592,0.877
1134,b1d559,DLH647,Netherlands,asterix_radar,2347,0,1,mode3_invalid,1,0,28475,28475,273,309,-4324,47.52027,7.26261,0,1,1,GS-RADAR-01,47.0,7.5,1800,61105,0.668
1135,1e7125,DLH315,Italy,mlat,1160,0,0,mode3_invalid,1,0,6480,6480,110,234,2807,47.0268,7.96557,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,22969,0.57
1136,631035,AUA705,France,ads_b,,0,0,no_response,1,0,14355,14355,395,272,462,46.97343,6.53509,0,1,1,GS-RADAR-01,47.0,7.5,1800,73350,0.834
1137,96731d,UNKNOWN,Netherlands,asterix_radar,7772,0,0,mode3_invalid,0,0,21408,21408,286,257,3202,47.49717,8.5247,1,1,1,GS-RADAR-02,47.5,9.0,1500,36220,0.725
1138,541273,SWR947,,ads_b,6124,0,0,mode3_valid,1,0,19682,19682,361,120,-5629,47.59007,7.23728,0,1,0,GS-RADAR-01,47.0,7.5,1800,68755,0.821
1139,35fb8c,SWR853,Netherlands,ads_b,4446,0,0,mode3_valid,0,0,20692,20692,189,332,-5132,46.79925,8.72013,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,41118,0.865
1140,927b60,AFR513,Austria,ads_b,2304,0,0,mode3_valid,1,0,38408,38408,536,134,10632,47.54879,6.81753,0,1,1,GS-RADAR-01,47.0,7.5,1800,80618,0.898
1141,ffb20d,SWR185,Italy,ads_b,6373,0,0,mode3_valid,1,0,13995,13995,381,241,-4752,47.29816,7.85137,0,1,1,GS-RADAR-01,47.0,7.5,1800,42649,0.842
1142,123668,EJU208,Austria,ads_b,5275,0,0,mode3_valid,0,0,4062,4062,151,195,-2314,47.43813,8.58794,1,1,1,GS-RADAR-02,47.5,9.0,1500,31737,0.879
1143,575757,BAW434,Austria,ads_b,4271,0,1,mode3_valid,1,0,12641,12641,427,120,-216,47.08578,8.94906,0,1,1,GS-RADAR-02,47.5,9.0,1500,46343,0.86
1144,29d32e,AUA10,Austria,flarm,7434,0,0,mode3_invalid,1,0,28006,28006,161,294,-3765,47.46129,8.55058,1,0,1,GS-RADAR-02,47.5,9.0,1500,34992,0.504
1145,143d54,N355,France,ads_b,7110,0,0,mode3_valid,1,0,6896,6896,480,310,-1238,46.96008,8.57252,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,29261,0.868
1146,c4e72b,AUA759,Switzerland,asterix_radar,7043,0,0,mode3_invalid,0,0,36474,36474,91,44,-1221,47.09235,6.60278,0,1,1,GS-RADAR-01,47.0,7.5,1800,69560,0.696
1147,9cd8c9,N673,Switzerland,ads_b,1326,0,0,mode3_valid,1,0,31562,31562,400,35,10861,47.31313,6.7139,0,1,1,GS-RADAR-01,47.0,7.5,1800,69480,0.847
1148,ddf267,BAW299,Netherlands,ads_b,1205,0,0,mode3_valid,1,0,21504,21504,154,180,-2156,47.34231,8.54312,0,1,1,GS-RADAR-02,47.5,9.0,1500,39066,0.85
1149,842b31,UNKNOWN,Italy,ads_b,5777,0,0,mode3_invalid,0,0,31235,31235,156,156,4966,47.34719,8.79817,0,1,1,GS-RADAR-02,47.5,9.0,1500,24523,0.846
1150,642a23,DLH373,,asterix_radar,6740,0,0,mode3_invalid,0,0,38209,38209,461,245,-522,47.19105,6.66067,0,1,0,GS-RADAR-01,47.0,7.5,1800,67906,0.719
1151,bccd50,DLH127,Germany,asterix_radar,5564,0,0,mode3_invalid,1,0,24277,24277,323,258,4845,46.8712,7.72487,0,1,1,GS-RADAR-01,47.0,7.5,1800,23314,0.66
1152,a3a8e8,AUA533,,ads_b,5357,0,0,mode3_valid,1,1,34809,34809,398,62,-4690,47.42974,6.91197,0,1,0,GS-RADAR-01,47.0,7.5,1800,66009,0.83
1153,a459ec,SWR883,Switzerland,ads_b,7017,0,0,mode3_valid,1,0,7716,7716,359,34,-1794,46.87139,7.34014,0,1,1,GS-RADAR-01,47.0,7.5,1800,18843,0.87
1154,e09d40,UNKNOWN,Switzerland,ads_b,6014,0,0,mode3_invalid,0,0,4925,4925,318,284,4710,47.56114,8.03447,0,1,1,GS-RADAR-02,47.5,9.0,1500,72815,0.816
1155,dd7279,AUA379,,ads_b,5130,0,0,mode3_valid,1,0,2127,2127,166,230,2841,47.27819,9.35237,0,1,0,GS-RADAR-02,47.5,9.0,1500,36221,0.877
1156,0be329,DLH626,Germany,ads_b,7636,0,0,mode3_valid,1,0,4285,4285,525,186,1116,47.05605,6.74631,0,1,1,GS-RADAR-01,47.0,7.5,1800,57469,0.828
1157,b7b252,UNKNOWN,Austria,ads_b,7700,1,0,emergency,0,0,31992,31992,321,120,-2386,47.37492,6.64378,0,1,1,GS-RADAR-01,47.0,7.5,1800,77518,0.909
1158,fd9cf1,DLH900,Italy,fused,,0,0,no_response,1,0,4685,4685,266,263,5291,47.68997,9.24439,0,1,1,GS-RADAR-02,47.5,9.0,1500,27981,0.94
1159,e56221,EJU222,,ads_b,3645,0,0,mode3_valid,0,0,22145,22145,172,152,-1760,46.63378,7.27187,0,1,0,GS-RADAR-01,47.0,7.5,1800,44700,0.894
1160,9ea73c,SWR176,Netherlands,asterix_radar,7713,0,0,mode3_invalid,1,0,2325,2325,158,118,-599,47.32373,8.44761,0,1,1,GS-RADAR-02,47.5,9.0,1500,45956,0.714
1161,b33e0e,DLH718,Netherlands,ads_b,7500,1,0,emergency,0,0,3079,3079,199,200,-1106,46.70898,8.38772,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,25999,0.867
1162,95ec6a,EJU524,Austria,flarm,1324,0,0,mode3_invalid,0,0,25640,25640,396,42,-708,46.91934,8.51035,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,23787,0.497
1163,ebc284,DLH701,Netherlands,fused,5546,0,0,mode3_valid,1,0,37955,37955,464,294,345,47.1269,7.57094,0,1,1,GS-RADAR-01,47.0,7.5,1800,18692,0.885
1164,a569b6,AUA92,Austria,mlat,,0,0,no_response,0,0,13331,13331,524,73,2418,47.2819,6.6661,0,1,1,GS-RADAR-01,47.0,7.5,1800,70518,0.527
1165,f8c03c,DLH416,Netherlands,flarm,3631,0,0,mode3_invalid,1,0,35257,35257,87,179,3780,47.43042,8.55077,1,1,1,GS-RADAR-02,47.5,9.0,1500,36139,0.534
1166,cbdbdd,DLH242,Germany,ads_b,5002,0,0,mode3_valid,0,0,2720,2720,559,165,-2030,46.98244,9.21312,0,1,1,GS-RADAR-02,47.5,9.0,1500,59758,0.829
1167,87bd05,BAW409,France,ads_b,2711,0,0,mode3_valid,1,0,26391,26391,440,327,4105,46.60718,8.70703,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,50584,0.882
1168,0339c0,DLH81,France,fused,2760,0,0,mode3_valid,0,0,8116,8116,110,150,-3723,46.99179,8.00881,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,17996,0.891
1169,bf56d2,AUA185,Austria,ads_b,1133,0,0,mode3_valid,1,0,3369,3369,283,159,5175,47.48392,8.51981,1,1,1,GS-RADAR-02,47.5,9.0,1500,36127,0.905
1170,137bc3,DLH414,Switzerland,asterix_radar,6463,0,0,mode3_invalid,1,0,37581,37581,123,58,-5146,46.57099,8.58199,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,47132,0.744
1171,c8667b,BAW369,France,asterix_radar,1337,0,0,mode3_invalid,1,0,17822,17822,183,289,4775,47.36934,6.87374,0,1,1,GS-RADAR-01,47.0,7.5,1800,62852,0.71
1172,1e767f,AUA89,France,asterix_radar,3004,0,0,mode3_invalid,1,0,36684,36684,493,230,3964,47.49043,8.5677,1,1,1,GS-RADAR-02,47.5,9.0,1500,34219,0.673
1173,9a0c14,AUA17,Austria,asterix_radar,3565,0,0,mode3_invalid,0,0,29593,29593,197,254,-3976,47.44803,8.56123,1,1,1,GS-RADAR-02,47.5,9.0,1500,34557,0.698
1174,85a18f,DLH547,Netherlands,ads_b,2462,0,0,mode3_valid,1,0,18227,18227,214,152,4120,47.44346,9.15184,0,1,1,GS-RADAR-02,47.5,9.0,1500,13991,0.855
1175,bf4451,AFR514,Switzerland,fused,,0,0,no_response,1,0,1140,1140,736,90,-2548,46.9999,9.40627,0,1,1,GS-RADAR-02,47.5,9.0,1500,63502,0.911
1176,f882e2,AUA775,Switzerland,ads_b,4250,0,0,mode3_valid,1,0,35805,35805,314,111,-749,46.96397,8.03331,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,15499,0.828
1177,6b43ce,SWR678,Germany,flarm,1734,0,1,mode3_invalid,1,0,16620,16620,487,325,-4126,47.25128,8.2459,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,39217,0.511
1178,6b483d,BAW859,Switzerland,ads_b,1161,0,0,mode3_valid,1,0,19065,19065,368,46,-4559,47.73179,6.67052,0,1,1,GS-RADAR-01,47.0,7.5,1800,102719,0.882
1179,0ed281,SWR479,Switzerland,ads_b,3401,0,0,mode3_valid,1,0,7545,7545,94,254,-4291,47.50298,7.58229,0,1,1,GS-RADAR-01,47.0,7.5,1800,56299,0.881
1180,97ec6b,UNKNOWN,,fused,6072,0,0,mode3_invalid,0,0,10931,10931,215,181,-4278,47.46373,8.23953,0,1,0,GS-RADAR-02,47.5,9.0,1500,57362,0.889
1181,90c4b4,UNKNOWN,Switzerland,ads_b,7474,0,0,mode3_invalid,0,0,36489,36489,285,352,3050,46.71089,8.31825,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,23557,0.872
1182,0b30f5,DLH591,France,ads_b,2657,0,0,mode3_valid,1,0,13300,13300,519,88,3277,46.63694,7.84368,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,39927,0.875
1183,5b1cdf,EJU425,,fused,7432,0,0,mode3_valid,1,0,34590,34590,449,12,2849,47.57682,8.80204,0,1,0,GS-RADAR-02,47.5,9.0,1500,19887,0.934
1184,6b91dc,AFR601,Germany,fused,6263,0,0,mode3_valid,1,0,33290,33290,255,246,5278,47.61279,7.17649,0,1,1,GS-RADAR-01,47.0,7.5,1800,73007,0.91
